standard,version,domain,variable,core,ordinal,label,role,type
adam,adamig-1-3,Trial Experience,ENRLyDT,Perm,18,Date of Enrollment y,,Num
adam,adamig-1-3,Trial Experience,RANDyDT,Perm,19,Date of Randomization y,,Num
adam,adamig-1-3,Trial Experience,LSTALVDT,Perm,20,Date Last Known Alive,,Num
adam,adamig-1-3,Trial Experience,TRCMP,Perm,21,Treatment Compliance (%),,Num
adam,adamig-1-3,Trial Experience,TRCMPGy,Perm,22,Treatment Compliance (%) Group y,,Char
adam,adamig-1-3,Trial Experience,TRCMPGyN,Perm,23,Treatment Compliance (%) Group y (N),,Num
adam,adamig-1-3,Trial Experience,TRxxDURD,Perm,24,Treatment Duration in Period xx (Days),,Num
adam,adamig-1-3,Trial Experience,TRxxDURM,Perm,25,Treatment Duration in Period xx (Months),,Num
adam,adamig-1-3,Trial Experience,TRxxDURY,Perm,26,Treatment Duration in Period xx (Years),,Num
adam,adamig-1-3,Trial Experience,TRTDURD,Perm,27,Total Treatment Duration (Days),,Num
adam,adamig-1-3,Trial Experience,TRTDURM,Perm,28,Total Treatment Duration (Months),,Num
adam,adamig-1-3,Trial Experience,TRTDURY,Perm,29,Total Treatment Duration (Years),,Num
adam,adamig-1-3,Trial Experience,DTHDT,Perm,30,Date of Death,,Num
adam,adamig-1-3,Trial Experience,DTHDTF,Cond,31,Date of Death Imputation Flag,,Char
adam,adamig-1-3,Trial Experience,DTHCAUS,Perm,32,Cause of Death,,Char
adam,adamig-1-3,Trial Experience,DTHCAUSN,Perm,33,Cause of Death (N),,Num
adam,adamig-1-3,Trial Experience,DTHCGRy,Perm,34,Cause of Death Group y,,Char
adam,adamig-1-3,Trial Experience,DTHCGRyN,Perm,35,Cause of Death Group y (N),,Num
adam,adamig-1-3,Stratification,STRATAR,Perm,1,Strata Used for Randomization,,Char
adam,adamig-1-3,Stratification,STRATARN,Perm,2,Strata Used for Randomization (N),,Num
adam,adamig-1-3,Stratification,STRATwD,Perm,3,Description of Stratification Factor w,,Char
adam,adamig-1-3,Stratification,STRATwR,Perm,4,Strat Factor w Value Used for Rand,,Char
adam,adamig-1-3,Stratification,STRATwRN,Perm,5,Strat Factor w Value Used for Rand (N),,Num
adam,adamig-1-3,Stratification,STRATAV,Perm,6,Strata from Verification Source,,Char
adam,adamig-1-3,Stratification,STRATAVN,Perm,7,Strata from Verification Source (N),,Num
adam,adamig-1-3,Stratification,STRATwV,Perm,8,Strat Factor w Value from Verif Source,,Char
adam,adamig-1-3,Stratification,STRATwVN,Perm,9,Strat Fact w Val from Verif Source (N),,Num
adam,adamig-1-3,Record-Level Treatment,TRTP,Cond,1,Planned Treatment,,Char
adam,adamig-1-3,Record-Level Treatment,TRTPN,Perm,2,Planned Treatment (N),,Num
adam,adamig-1-3,Record-Level Treatment,TRTA,Cond,3,Actual Treatment,,Char
adam,adamig-1-3,Record-Level Treatment,TRTAN,Perm,4,Actual Treatment (N),,Num
adam,adamig-1-3,Record-Level Treatment,TRTPGy,Perm,5,Planned Pooled Treatment y,,Char
adam,adamig-1-3,Record-Level Treatment,TRTPGyN,Perm,6,Planned Pooled Treatment y (N),,Num
adam,adamig-1-3,Record-Level Treatment,TRTAGy,Cond,7,Actual Pooled Treatment y,,Char
adam,adamig-1-3,Record-Level Treatment,TRTAGyN,Perm,8,Actual Pooled Treatment y (N),,Num
adam,adamig-1-3,Record-Level Dose,DOSEP,Perm,1,Planned Treatment Dose,,Num
adam,adamig-1-3,Record-Level Dose,DOSCUMP,Perm,2,Cumulative Planned Treatment Dose,,Num
adam,adamig-1-3,Record-Level Dose,DOSEA,Perm,3,Actual Treatment Dose,,Num
adam,adamig-1-3,Record-Level Dose,DOSCUMA,Perm,4,Cumulative Actual Treatment Dose,,Num
adam,adamig-1-3,Record-Level Dose,DOSEU,Perm,5,Treatment Dose Units,,Char
adam,adamig-1-3,Timing,ADT,Cond,1,Analysis Date,,Num
adam,adamig-1-3,Timing,ATM,Cond,2,Analysis Time,,Num
adam,adamig-1-3,Timing,ADTM,Cond,3,Analysis Datetime,,Num
adam,adamig-1-3,Timing,ADY,Cond,4,Analysis Relative Day,,Num
adam,adamig-1-3,Timing,ADTF,Cond,5,Analysis Date Imputation Flag,,Char
adam,adamig-1-3,Timing,ATMF,Cond,6,Analysis Time Imputation Flag,,Char
adam,adamig-1-3,Timing,ASTDT,Cond,7,Analysis Start Date,,Num
adam,adamig-1-3,Timing,ASTTM,Cond,8,Analysis Start Time,,Num
adam,adamig-1-3,Timing,ASTDTM,Cond,9,Analysis Start Datetime,,Num
adam,adamig-1-3,Timing,ASTDY,Cond,10,Analysis Start Relative Day,,Num
adam,adamig-1-3,Timing,ASTDTF,Cond,11,Analysis Start Date Imputation Flag,,Char
adam,adamig-1-3,Timing,ASTTMF,Cond,12,Analysis Start Time Imputation Flag,,Char
adam,adamig-1-3,Timing,AENDT,Cond,13,Analysis End Date,,Num
adam,adamig-1-3,Timing,AENTM,Cond,14,Analysis End Time,,Num
adam,adamig-1-3,Timing,AENDTM,Cond,15,Analysis End Datetime,,Num
adam,adamig-1-3,Timing,AENDY,Cond,16,Analysis End Relative Day,,Num
adam,adamig-1-3,Timing,AENDTF,Cond,17,Analysis End Date Imputation Flag,,Char
adam,adamig-1-3,Timing,AENTMF,Cond,18,Analysis End Time Imputation Flag,,Char
adam,adamig-1-3,Timing,AVISIT,Cond,19,Analysis Visit,,Char
adam,adamig-1-3,Timing,AVISITN,Perm,20,Analysis Visit (N),,Num
adam,adamig-1-3,Timing,ATPT,Cond,21,Analysis Timepoint,,Char
adam,adamig-1-3,Timing,ATPTN,Perm,22,Analysis Timepoint (N),,Num
adam,adamig-1-3,Timing,ATPTREF,Perm,23,Analysis Timepoint Reference,,Char
adam,adamig-1-3,Timing,APHASE,Perm,24,Phase,,Char
adam,adamig-1-3,Timing,APHASEN,Perm,25,Phase (N),,Num
adam,adamig-1-3,Timing,APERIOD,Cond,26,Period,,Num
adam,adamig-1-3,Timing,APERIODC,Perm,27,Period (C),,Char
adam,adamig-1-3,Timing,ASPER,Perm,28,Subperiod within Period,,Num
adam,adamig-1-3,Timing,ASPERC,Perm,29,Subperiod within Period (C),,Char
adam,adamig-1-3,Timing,ARELTM,Perm,30,Analysis Relative Time,,Num
adam,adamig-1-3,Timing,ARELTMU,Perm,31,Analysis Relative Time Unit,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",APERSDT,Perm,1,Period Start Date,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",APERSTM,Perm,2,Period Start Time,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",APERSDTM,Perm,3,Period Start Datetime,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",APERSDTF,Cond,4,Period Start Date Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",APERSTMF,Cond,5,Period Start Time Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",APEREDT,Perm,6,Period End Date,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",APERETM,Perm,7,Period End Time,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",APEREDTM,Perm,8,Period End Datetime,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",APEREDTF,Cond,9,Period End Date Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",APERETMF,Cond,10,Period End Time Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",ASPRSDT,Perm,11,Subperiod Start Date,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",ASPRSTM,Perm,12,Subperiod Start Time,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",ASPRSDTM,Perm,13,Subperiod Start Datetime,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",ASPRSDTF,Cond,14,Subperiod Start Date Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",ASPRSTMF,Cond,15,Subperiod Start Time Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",ASPREDT,Perm,16,Subperiod End Date,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",ASPRETM,Perm,17,Subperiod End Time,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",ASPREDTM,Perm,18,Subperiod End Datetime,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",ASPREDTF,Cond,19,Subperiod End Date Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",ASPRETMF,Cond,20,Subperiod End Time Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",PHSDT,Perm,21,Phase Start Date,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",PHSTM,Perm,22,Phase Start Time,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",PHSDTM,Perm,23,Phase Start Datetime,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",PHSDTF,Cond,24,Phase Start Date Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",PHSTMF,Cond,25,Phase Start Time Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",PHEDT,Perm,26,Phase End Date,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",PHETM,Perm,27,Phase End Time,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",PHEDTM,Perm,28,Phase End Datetime,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",PHEDTF,Cond,29,Phase End Date Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Start and End Timing",PHETMF,Cond,30,Phase End Time Imput. Flag,,Char
adam,adamig-1-3,Suffixes for User-Defined Timing,*DT,Perm,1,{Date},,Num
adam,adamig-1-3,Suffixes for User-Defined Timing,*TM,Perm,2,{Time},,Num
adam,adamig-1-3,Suffixes for User-Defined Timing,*DTM,Perm,3,{Datetime},,Num
adam,adamig-1-3,Suffixes for User-Defined Timing,*ADY,Perm,4,{Relative Day},,Num
adam,adamig-1-3,Suffixes for User-Defined Timing,*DTF,Cond,5,{Date Imputation Flag},,Char
adam,adamig-1-3,Suffixes for User-Defined Timing,*TMF,Cond,6,{Time Imputation Flag},,Char
adam,adamig-1-3,Suffixes for User-Defined Timing,*SDT,Perm,7,{Start Date},,Num
adam,adamig-1-3,Suffixes for User-Defined Timing,*STM,Perm,8,{Start Time},,Num
adam,adamig-1-3,Suffixes for User-Defined Timing,*SDTM,Perm,9,{Start Datetime},,Num
adam,adamig-1-3,Suffixes for User-Defined Timing,*SDY,Perm,10,{Relative Start Day},,Num
adam,adamig-1-3,Suffixes for User-Defined Timing,*SDTF,Cond,11,{Start Date Imputation Flag},,Char
adam,adamig-1-3,Suffixes for User-Defined Timing,*STMF,Cond,12,{Start Time Imputation Flag},,Char
adam,adamig-1-3,Suffixes for User-Defined Timing,*EDT,Perm,13,{End Date},,Num
adam,adamig-1-3,Suffixes for User-Defined Timing,*ETM,Perm,14,{End Time},,Num
adam,adamig-1-3,Suffixes for User-Defined Timing,*EDTM,Perm,15,{End Datetime},,Num
adam,adamig-1-3,Suffixes for User-Defined Timing,*EDY,Perm,16,{Relative End Day},,Num
adam,adamig-1-3,Suffixes for User-Defined Timing,*EDTF,Cond,17,{End Date Imputation Flag},,Char
adam,adamig-1-3,Suffixes for User-Defined Timing,*ETMF,Cond,18,{End Time Imputation Flag},,Char
adam,adamig-1-3,Analysis Parameter,PARAM,Req,1,Parameter,,Char
adam,adamig-1-3,Analysis Parameter,PARAMCD,Req,2,Parameter Code,,Char
adam,adamig-1-3,Analysis Parameter,PARAMN,Perm,3,Parameter (N),,Num
adam,adamig-1-3,Analysis Parameter,PARCATy,Perm,4,Parameter Category y,,Char
adam,adamig-1-3,Analysis Parameter,PARCATyN,Perm,5,Parameter Category y (N),,Num
adam,adamig-1-3,Analysis Parameter,AVAL,Cond,6,Analysis Value,,Num
adam,adamig-1-3,Analysis Parameter,AVALC,Cond,7,Analysis Value (C),,Char
adam,adamig-1-3,Analysis Parameter,AVALCATy,Perm,8,Analysis Value Category y,,Char
adam,adamig-1-3,Analysis Parameter,AVALCAyN,Perm,9,Analysis Value Category y (N),,Num
adam,adamig-1-3,Analysis Parameter,BASE,Cond,10,Baseline Value,,Num
adam,adamig-1-3,Analysis Parameter,BASEC,Perm,11,Baseline Value (C),,Char
adam,adamig-1-3,Analysis Parameter,BASECATy,Perm,12,Baseline Category y,,Char
adam,adamig-1-3,Analysis Parameter,BASECAyN,Perm,13,Baseline Category y (N),,Num
adam,adamig-1-3,Analysis Parameter,BASETYPE,Cond,14,Baseline Type,,Char
adam,adamig-1-3,Analysis Parameter,CHG,Perm,15,Change from Baseline,,Num
adam,adamig-1-3,Analysis Parameter,CHGCATy,Perm,16,Change from Baseline Category y,,Char
adam,adamig-1-3,Analysis Parameter,CHGCATyN,Perm,17,Change from Baseline Category y (N),,Num
adam,adamig-1-3,Analysis Parameter,PCHG,Perm,18,Percent Change from Baseline,,Num
adam,adamig-1-3,Analysis Parameter,PCHGCATy,Perm,19,Percent Chg from Baseline Category y,,Char
adam,adamig-1-3,Analysis Parameter,PCHGCAyN,Perm,20,Percent Chg from Baseline Category y (N),,Num
adam,adamig-1-3,Analysis Parameter,R2BASE,Perm,21,Ratio to Baseline,,Num
adam,adamig-1-3,Analysis Parameter,R2AyLO,Perm,22,Ratio to Analysis Range y Lower Limit,,Num
adam,adamig-1-3,Analysis Parameter,R2AyHI,Perm,23,Ratio to Analysis Range y Upper Limit,,Num
adam,adamig-1-3,Analysis Parameter,SHIFTy,Perm,24,Shift y,,Char
adam,adamig-1-3,Analysis Parameter,SHIFTyN,Perm,25,Shift y (N),,Num
adam,adamig-1-3,Analysis Parameter,BCHG,Perm,26,Change to Baseline,,Num
adam,adamig-1-3,Analysis Parameter,BCHGCATy,Perm,27,Change to Baseline Category y,,Char
adam,adamig-1-3,Analysis Parameter,BCHGCAyN,Perm,28,Change to Baseline Category y (N),,Num
adam,adamig-1-3,Analysis Parameter,PBCHG,Perm,29,Percent Change to Baseline,,Num
adam,adamig-1-3,Analysis Parameter,PBCHGCAy,Perm,30,Percent Change to Baseline Category y,,Char
adam,adamig-1-3,Analysis Parameter,PBCHGCyN,Perm,31,Percent Change to Baseline Category y (N),,Num
adam,adamig-1-3,Analysis Parameter Criteria,CRITy,Perm,1,Analysis Criterion y,,Char
adam,adamig-1-3,Analysis Parameter Criteria,CRITyFL,Cond,2,Criterion y Evaluation Result Flag,,Char
adam,adamig-1-3,Analysis Parameter Criteria,CRITyFN,Perm,3,Criterion y Evaluation Result Flag (N),,Num
adam,adamig-1-3,Analysis Parameter Criteria,MCRITy,Perm,4,Analysis Multi-Response Criterion y,,Char
adam,adamig-1-3,Analysis Parameter Criteria,MCRITyML,Cond,5,Multi-Response Criterion y Evaluation,,Char
adam,adamig-1-3,Analysis Parameter Criteria,MCRITyMN,Perm,6,Multi-Response Criterion y Eval (N),,Num
adam,adamig-1-3,Analysis Descriptor,DTYPE,Cond,1,Derivation Type,,Char
adam,adamig-1-3,Analysis Visit Windowing,AWRANGE,Perm,1,Analysis Window Valid Relative Range,,Char
adam,adamig-1-3,Analysis Visit Windowing,AWTARGET,Perm,2,Analysis Window Target,,Num
adam,adamig-1-3,Analysis Visit Windowing,AWTDIFF,Perm,3,Analysis Window Diff from Target,,Num
adam,adamig-1-3,Analysis Visit Windowing,AWLO,Perm,4,Analysis Window Beginning Timepoint,,Num
adam,adamig-1-3,Analysis Visit Windowing,AWHI,Perm,5,Analysis Window Ending Timepoint,,Num
adam,adamig-1-3,Analysis Visit Windowing,AWU,Perm,6,Analysis Window Unit,,Char
adam,adamig-1-3,Time-to-Event,STARTDT,Perm,1,Time-to-Event Origin Date for Subject,,Num
adam,adamig-1-3,Time-to-Event,STARTDTM,Perm,2,Time-to-Event Origin Datetime,,Num
adam,adamig-1-3,Time-to-Event,STARTDTF,Cond,3,Origin Date Imputation Flag,,Char
adam,adamig-1-3,Time-to-Event,STARTTMF,Cond,4,Origin Time Imputation Flag,,Char
adam,adamig-1-3,Time-to-Event,CNSR,Cond,5,Censor,,Num
adam,adamig-1-3,Time-to-Event,EVNTDESC,Perm,6,Event or Censoring Description,,Char
adam,adamig-1-3,Time-to-Event,CNSDTDSC,Perm,7,Censor Date Description,,Char
adam,adamig-1-3,Toxicity and Range,ATOXGR,Perm,1,Analysis Toxicity Grade,,Char
adam,adamig-1-3,Toxicity and Range,ATOXGRN,Perm,2,Analysis Toxicity Grade (N),,Num
adam,adamig-1-3,Toxicity and Range,BTOXGR,Perm,3,Baseline Toxicity Grade,,Char
adam,adamig-1-3,Toxicity and Range,BTOXGRN,Perm,4,Baseline Toxicity Grade (N),,Num
adam,adamig-1-3,Toxicity and Range,ANRIND,Perm,5,Analysis Reference Range Indicator,,Char
adam,adamig-1-3,Toxicity and Range,BNRIND,Perm,6,Baseline Reference Range Indicator,,Char
adam,adamig-1-3,Toxicity and Range,ANRLO,Perm,7,Analysis Normal Range Lower Limit,,Num
adam,adamig-1-3,Toxicity and Range,ANRLOC,Perm,8,Analysis Normal Range Lower Limit (C),,Char
adam,adamig-1-3,Toxicity and Range,ANRHI,Perm,9,Analysis Normal Range Upper Limit,,Num
adam,adamig-1-3,Toxicity and Range,ANRHIC,Perm,10,Analysis Normal Range Upper Limit (C),,Char
adam,adamig-1-3,Toxicity and Range,AyLO,Cond,11,Analysis Range y Lower Limit,,Num
adam,adamig-1-3,Toxicity and Range,AyLOC,Perm,12,Analysis Range y Lower Limit (C),,Char
adam,adamig-1-3,Toxicity and Range,AyHI,Cond,13,Analysis Range y Upper Limit,,Num
adam,adamig-1-3,Toxicity and Range,AyHIC,Perm,14,Analysis Range y Upper Limit (C),,Char
adam,adamig-1-3,Toxicity and Range,AyIND,Perm,15,Analysis Range y Indicator,,Char
adam,adamig-1-3,Toxicity and Range,ByIND,Perm,16,Baseline Analysis Range y Indicator,,Char
adam,adamig-1-3,Toxicity and Range,ATOXGRL,Perm,17,Analysis Toxicity Grade Low,,Char
adam,adamig-1-3,Toxicity and Range,ATOXGRLN,Perm,18,Analysis Toxicity Grade Low (N),,Num
adam,adamig-1-3,Toxicity and Range,ATOXGRH,Perm,19,Analysis Toxicity Grade High,,Char
adam,adamig-1-3,Toxicity and Range,ATOXGRHN,Perm,20,Analysis Toxicity Grade High (N),,Num
adam,adamig-1-3,Toxicity and Range,BTOXGRL,Perm,21,Baseline Toxicity Grade Low,,Char
adam,adamig-1-3,Toxicity and Range,BTOXGRLN,Perm,22,Baseline Toxicity Grade Low (N),,Num
adam,adamig-1-3,Toxicity and Range,BTOXGRH,Perm,23,Baseline Toxicity Grade High,,Char
adam,adamig-1-3,Toxicity and Range,BTOXGRHN,Perm,24,Baseline Toxicity Grade High (N),,Num
adam,adamig-1-3,Toxicity and Range,ATOXDSCL,Perm,25,Analysis Toxicity Description Low,,Char
adam,adamig-1-3,Toxicity and Range,ATOXDSCH,Perm,26,Analysis Toxicity Description High,,Char
adam,adamig-1-3,Flag,ABLFL,Cond,1,Baseline Record Flag,,Char
adam,adamig-1-3,Flag,ABLFN,Perm,2,Baseline Record Flag (N),,Num
adam,adamig-1-3,Flag,ANLzzFL,Cond,3,Analysis Flag zz,,Char
adam,adamig-1-3,Flag,ANLzzFN,Perm,4,Analysis Flag zz (N),,Num
adam,adamig-1-3,Flag,ONTRTFL,Perm,5,On Treatment Record Flag,,Char
adam,adamig-1-3,Flag,ONTRTFN,Perm,6,On Treatment Record Flag (N),,Num
adam,adamig-1-3,Flag,LVOTFL,Perm,7,Last Value On Treatment Record Flag,,Char
adam,adamig-1-3,Flag,LVOTFN,Perm,8,Last Value On Treatment Record Flag (N),,Num
adam,adamig-1-3,Population Indicators,ITTRFL,Perm,1,Intent-To-Treat Record-Level Flag,,Char
adam,adamig-1-3,Population Indicators,SAFRFL,Perm,2,Safety Analysis Record-Level Flag,,Char
adam,adamig-1-3,Population Indicators,FASRFL,Perm,3,Full Analysis Set Record-Level Flag,,Char
adam,adamig-1-3,Population Indicators,PPROTRFL,Perm,4,Per-Protocol Record-Level Flag,,Char
adam,adamig-1-3,Population Indicators,COMPLRFL,Perm,5,Completers Record-Level Flag,,Char
adam,adamig-1-3,Population Indicators,ITTPFL,Perm,6,Intent-To-Treat Parameter-Level Flag,,Char
adam,adamig-1-3,Population Indicators,SAFPFL,Perm,7,Safety Analysis Parameter-Level Flag,,Char
adam,adamig-1-3,Population Indicators,FASPFL,Perm,8,Full Analysis Set Parameter-Level Flag,,Char
adam,adamig-1-3,Population Indicators,PPROTPFL,Perm,9,Per-Protocol Parameter-Level Flag,,Char
adam,adamig-1-3,Population Indicators,COMPLPFL,Perm,10,Completers Parameter-Level Flag,,Char
adam,adamig-1-3,Datapoint Traceability,SRCDOM,Perm,1,Source Data,,Char
adam,adamig-1-3,Datapoint Traceability,SRCVAR,Perm,2,Source Variable,,Char
adam,adamig-1-3,Datapoint Traceability,SRCSEQ,Perm,3,Source Sequence Number,,Num
sdtmig,3-1-2,DM,STUDYID,Req,1,Study Identifier,Identifier,Char
sdtmig,3-1-2,DM,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sdtmig,3-1-2,DM,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sdtmig,3-1-2,DM,SUBJID,Req,4,Subject Identifier for the Study,Topic,Char
sdtmig,3-1-2,DM,RFSTDTC,Exp,5,Subject Reference Start Date/Time,Record Qualifier,Char
sdtmig,3-1-2,DM,RFENDTC,Exp,6,Subject Reference End Date/Time,Record Qualifier,Char
sdtmig,3-1-2,DM,SITEID,Req,7,Study Site Identifier,Record Qualifier,Char
sdtmig,3-1-2,DM,INVID,Perm,8,Investigator Identifier,Record Qualifier,Char
sdtmig,3-1-2,DM,INVNAM,Perm,9,Investigator Name,Synonym Qualifier,Char
sdtmig,3-1-2,DM,BRTHDTC,Perm,10,Date/Time of Birth,Record Qualifier,Char
sdtmig,3-1-2,DM,AGE,Exp,11,Age,Record Qualifier,Num
sdtmig,3-1-2,DM,AGEU,Exp,12,Age Units,Variable Qualifier,Char
sdtmig,3-1-2,DM,SEX,Req,13,Sex,Record Qualifier,Char
sdtmig,3-1-2,DM,RACE,Exp,14,Race,Record Qualifier,Char
sdtmig,3-1-2,DM,ETHNIC,Perm,15,Ethnicity,Record Qualifier,Char
sdtmig,3-1-2,DM,ARMCD,Req,16,Planned Arm Code,Record Qualifier,Char
sdtmig,3-1-2,DM,ARM,Req,17,Description of Planned Arm,Synonym Qualifier,Char
sdtmig,3-1-2,DM,COUNTRY,Req,18,Country,Record Qualifier,Char
sdtmig,3-1-2,DM,DMDTC,Perm,19,Date/Time of Collection,Timing,Char
sdtmig,3-1-2,DM,DMDY,Perm,20,Study Day of Collection,Timing,Num
sdtmig,3-1-2,CO,STUDYID,Req,1,Study Identifier,Identifier,Char
sdtmig,3-1-2,CO,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sdtmig,3-1-2,CO,RDOMAIN,Perm,3,Related Domain Abbreviation,Record Qualifier,Char
sdtmig,3-1-2,CO,USUBJID,Req,4,Unique Subject Identifier,Identifier,Char
sdtmig,3-1-2,CO,COSEQ,Req,5,Sequence Number,Identifier,Num
sdtmig,3-1-2,CO,IDVAR,Perm,6,Identifying Variable,Record Qualifier,Char
sdtmig,3-1-2,CO,IDVARVAL,Perm,7,Identifying Variable Value,Record Qualifier,Char
sdtmig,3-1-2,CO,COREF,Perm,8,Comment Reference,Record Qualifier,Char
sdtmig,3-1-2,CO,COVAL,Req,9,Comment,Topic,Char
sdtmig,3-1-2,CO,COEVAL,Perm,10,Evaluator,Record Qualifier,Char
sdtmig,3-1-2,CO,CODTC,Perm,11,Date/Time of Comment,Timing,Char
sdtmig,3-1-2,SE,STUDYID,Req,1,Study Identifier,Identifier,Char
sdtmig,3-1-2,SE,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sdtmig,3-1-2,SE,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sdtmig,3-1-2,SE,SESEQ,Req,4,Sequence Number,Identifier,Num
sdtmig,3-1-2,SE,ETCD,Req,5,Element Code,Topic,Char
sdtmig,3-1-2,SE,ELEMENT,Perm,6,Description of Element,Synonym Qualifier,Char
sdtmig,3-1-2,SE,SESTDTC,Req,7,Start Date/Time of Element,Timing,Char
sdtmig,3-1-2,SE,SEENDTC,Exp,8,End Date/Time of Element,Timing,Char
sdtmig,3-1-2,SE,TAETORD,Perm,9,Planned Order of Elements within Arm,Timing,Num
sdtmig,3-1-2,SE,EPOCH,Perm,10,Epoch,Timing,Char
sdtmig,3-1-2,SE,SEUPDES,Perm,11,Description of Unplanned Element,Synonym Qualifier,Char
sdtmig,3-1-2,SV,STUDYID,Req,1,Study Identifier,Identifier,Char
sdtmig,3-1-2,SV,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sdtmig,3-1-2,SV,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sdtmig,3-1-2,SV,VISITNUM,Req,4,Visit Number,Topic,Num
sdtmig,3-1-2,SV,VISIT,Perm,5,Visit Name,Synonym Qualifier,Char
sdtmig,3-1-2,SV,VISITDY,Perm,6,Planned Study Day of Visit,Timing,Num
